,Pittsburgh,New_York,Dallas
FMPC 11196: SCO family protein ,0.5,0.5,0.5
FMPC 11197: NAD(P)H:quinone oxidoreductase ,0.464366516,0.481904762,0.612244898
FMPC 11198: DUF4355 domain-containing protein ,0.5,0.5,0.5
FMPC 11199: DUF4126 domain-containing protein ,0.5,0.5,0.5
FMPC 11200: LPXTG cell wall anchor domain-containing protein ,0.5,0.5,0.5
FMPC 11201: *hhblits annotated* Single-strand binding protein db:Uniclust30 e-value:8.7e-09 ,0.291289593,0.358095238,0.346938776
FMPC 11202: replication protein ,0.480769231,0.5,0.428571429
FMPC 11203: *hhblits annotated* Putative membrane protein  db:Pdp70 e-value:4.4e-29 ,0.5,0.5,0.5
FMPC 11204: DUF2911 domain-containing protein ,0.5,0.5,0.5
FMPC 11205: CPBP family intramembrane metalloprotease ,0.5,0.5,0.5
FMPC 11206: 2-dehydro-3-deoxy-6-phosphogalactonate aldolase ,0.5,0.5,0.5
FMPC 11207: DUF2913 family protein ,0.580316742,0.476190476,0.357142857
FMPC 11208: *hhblits annotated* Thiol-disulfide isomerase  db:Pdp70 e-value:1.2e-58 ,0.5,0.5,0.5
FMPC 11209: 4Fe-4S binding protein ,0.601809955,0.52,0.632653061
FMPC 11210: *hhblits annotated* Cell division cycle protein 27 like protein  db:Pdp70 e-value:1.6e-69 ,0.480769231,0.361904762,0.448979592
FMPC 11211: molybdenum cofactor guanylyltransferase ,0.5,0.5,0.5
FMPC 11212: *hhblits annotated* Phage-like protein  db:Pdp70 e-value:1.3e-25 ,0.514705882,0.5,0.5
FMPC 11213: *hhblits annotated* Lipoprotein db:Uniclust30_2023 e-value:1.1e-102 ,0.5,0.5,0.5
FMPC 11214: tail fiber assembly protein ,0.484162896,0.482857143,0.387755102
FMPC 11215: 4Fe-4S binding protein ,0.5,0.5,0.5
FMPC 11216: organomercurial lyase ,0.5,0.5,0.5
FMPC 11217: 2-oxo acid dehydrogenase subunit E2 ,0.5,0.5,0.510204082
FMPC 11218: helix-turn-helix domain-containing protein ,0.494061086,0.495238095,0.448979592
FMPC 11219: 50S ribosomal protein L4 ,0.44061086,0.378095238,0.265306122
"FMPC 11220: 30S ribosomal protein S7, partial ",0.514705882,0.528571429,0.357142857
FMPC 11221: aminodeoxychorismate/anthranilate synthase component II ,0.481900452,0.352380952,0.632653061
"FMPC 11222: *hhblits annotated* Collar PA0615, Sheath PA0622, Tube db:Uniclust30 e-value:9.3e-06 ",0.514705882,0.5,0.591836735
FMPC 11223: plasmid mobilization relaxosome protein MobC ,0.493778281,0.5,0.571428571
"FMPC 11224: *hhblits annotated* Metal-dependent phosphohydrolase, putative  db:Pdp70 e-value:4.3e-18 ",0.5,0.5,0.5
FMPC 11225: 30S ribosomal protein S16 ,0.537895928,0.512380952,0.346938776
FMPC 11226: MotA/TolQ/ExbB proton channel family protein ,0.403563348,0.59047619,0.530612245
FMPC 11227: *hhblits annotated* Helix-turn-helix domain protein db:Uniclust30_2023 e-value:9.7e-59 ,0.5,0.5,0.5
FMPC 11228: DUF4352 domain-containing protein ,0.5,0.5,0.5
FMPC 11229: oligosaccharide flippase family protein ,0.5,0.5,0.5
FMPC 11230: Holliday junction branch migration protein RuvA ,0.53959276,0.433333333,0.632653061
FMPC 11231: DUF624 domain-containing protein ,0.5,0.5,0.5
FMPC 11232: *hhblits annotated* DNA REPLICATION PROTEIN DNAD db:Uniclust30 e-value:0.00015 ,0.5,0.5,0.5
FMPC 11233: alpha/beta hydrolase ,0.480769231,0.5,0.5
FMPC 11234: *hhblits annotated* Protein Mom (Fragment)  db:Pdp70 e-value:8.599999999999999e-55 ,0.503676471,0.476190476,0.5
FMPC 11235: *hhblits annotated* LPXTG-motif protein cell wall anchor domain protein  db:Pdp70 e-value:0.014 ,0.5,0.5,0.5
FMPC 11236: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase ,0.430429864,0.312380952,0.265306122
FMPC 11237: type 3 fimbria major subunit MrkA ,0.586538462,0.462857143,0.428571429
FMPC 11238: tail fiber domain-containing protein ,0.524886878,0.35047619,0.346938776
FMPC 11239: *hhblits annotated* OCRE domain-containing protein db:Uniclust30_2023 e-value:1.4e-07 ,0.514705882,0.5,0.5
FMPC 11240: MotE family protein ,0.5,0.5,0.5
FMPC 11241: methyltransferase ,0.5,0.5,0.571428571
FMPC 11242: class I SAM-dependent methyltransferase ,0.5,0.5,0.5
FMPC 11243: tail protein ,0.5,0.5,0.5
FMPC 11244: *hhblits annotated* Metalloproteinase  db:Pdp70 e-value:2.5e-14 ,0.5,0.54,0.5
FMPC 11245: class I SAM-dependent methyltransferase ,0.498020362,0.47047619,0.357142857
FMPC 11246: *hhblits annotated* Phage Tail Protein X  db:Pdp70 e-value:8.3e-83 ,0.514705882,0.476190476,0.642857143
FMPC 11247: NADH:ubiquinone reductase (Na(+)-transporting) subunit E ,0.550622172,0.561904762,0.734693878
FMPC 11248: YesL family protein ,0.5,0.5,0.5
FMPC 11249: LysM domain-containing protein ,0.478789593,0.52952381,0.489795918
FMPC 11250: YesL family protein ,0.5,0.5,0.5
FMPC 11251: DUF2313 domain-containing protein ,0.5,0.5,0.5
FMPC 11252: *hhblits annotated* Phage protein db:Uniclust30_2023 e-value:1.7e-41 ,0.610294118,0.501904762,0.346938776
FMPC 11253: *hhblits annotated* PPR containing plant-like protein db:Uniclust30_2023 e-value:4.4 ,0.5,0.5,0.5
FMPC 11254: YitT family protein ,0.5,0.5,0.5
FMPC 11255: DUF1836 domain-containing protein ,0.471153846,0.492380952,0.510204082
FMPC 11256: 3'-5' exonuclease ,0.476809955,0.476190476,0.5
FMPC 11257: glycoside hydrolase N-terminal domain-containing protein ,0.442307692,0.599047619,0.734693878
FMPC 11258: *hhblits annotated* putative nucleic acid-binding lipoprotein db:Uniclust30 e-value:1.6e-07 ,0.52658371,0.476190476,0.5
FMPC 11259: D-Ala-D-Ala dipeptidase VanX-M ,0.563914027,0.435238095,0.367346939
FMPC 11260: *hhblits annotated* Translation initiation factor 2 db:Uniclust30_2023 e-value:7.4e-26 ,0.5,0.5,0.5
FMPC 11261: FMN-binding negative transcriptional regulator ,0.480769231,0.5,0.5
FMPC 11262: MptD family putative ECF transporter S component ,0.506221719,0.476190476,0.489795918
FMPC 11263: *hhblits annotated* N-acetyltransferase domain-containing protein db:Uniclust30_2023 e-value:6.7999999999999995e-84 ,0.5,0.5,0.5
FMPC 11264: *hhblits annotated* Putative membrane protein  db:Pdp70 e-value:5.3e-32 ,0.5,0.5,0.5
FMPC 11265: replication-relaxation family protein ,0.5,0.5,0.5
FMPC 11266: DUF1819 family protein ,0.525735294,0.497142857,0.428571429
"FMPC 11267: *hhblits annotated* PilA, PilC, PilN, PilO, PilM db:Uniclust30 e-value:0.0037 ",0.5,0.5,0.5
FMPC 11268: *hhblits annotated* DUF4843 domain-containing protein db:Uniclust30_2023 e-value:8.9e-11 ,0.5,0.5,0.5
FMPC 11269: DUF1349 domain-containing protein ,0.5,0.5,0.5
FMPC 11270: *hhblits annotated* Prevent-host-death family protein  db:Pdp70 e-value:7e-13 ,0.490950226,0.5,0.5
FMPC 11271: *hhblits annotated* Spore maturation protein A  db:Pdp70 e-value:1.8e-75 ,0.697963801,0.571428571,0.673469388
FMPC 11272: ribosome biogenesis GTP-binding protein YihA/YsxC ,0.397624434,0.36952381,0.448979592
FMPC 11273: RNA polymerase sigma-70 factor ,0.434954751,0.51047619,0.448979592
FMPC 11274: DUF938 domain-containing protein ,0.5,0.5,0.5
FMPC 11275: DUF3967 domain-containing protein ,0.5,0.5,0.5
FMPC 11276: 16S rRNA (guanine(966)-N(2))-methyltransferase RsmD ,0.449660633,0.393333333,0.469387755
FMPC 11277: TetR family transcriptional regulator ,0.5,0.5,0.5
FMPC 11278: TetR/AcrR family transcriptional regulator ,0.5,0.5,0.5
FMPC 11279: gamma carbonic anhydrase family protein ,0.5,0.52,0.653061224
FMPC 11280: helix-turn-helix domain-containing protein ,0.507352941,0.5,0.5
FMPC 11281: *hhblits annotated* Tetratricopeptide repeat-containing protein db:Uniclust30_2023 e-value:2.5e-39 ,0.5,0.5,0.5
FMPC 11282: *hhblits annotated* Major tail protein b  db:Pdp70 e-value:4.1e-29 ,0.5,0.5,0.571428571
FMPC 11283: *hhblits annotated* ComK protein db:Uniclust30_2023 e-value:3.4e-08 ,0.481617647,0.496190476,0.714285714
FMPC 11284: *hhblits annotated* Glyoxalase/bleomycin resistance protein/dioxygenase db:Uniclust30 e-value:0.0005 ,0.5,0.5,0.5
FMPC 11285: *hhblits annotated* DUF4303 domain-containing protein db:Uniclust30_2023 e-value:4.7e-08 ,0.434671946,0.45047619,0.653061224
FMPC 11286: *hhblits annotated* Scaffolding protein db:Uniclust30_2023 e-value:1.1e-11 ,0.5,0.5,0.5
FMPC 11287: DUF6088 family protein ,0.527714932,0.47047619,0.571428571
FMPC 11288: *hhblits annotated* BtgA  db:Pdp70 e-value:1.7e-26 ,0.487556561,0.440952381,0.530612245
FMPC 11289: Fic family protein ,0.554298643,0.268571429,0.408163265
FMPC 11290: 2OG-Fe(II) oxygenase ,0.5,0.5,0.5
FMPC 11291: bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH ,0.634049774,0.676190476,0.673469388
FMPC 11292: DUF3465 domain-containing protein ,0.5,0.476190476,0.5
FMPC 11293: general stress protein ,0.5,0.5,0.5
FMPC 11294: replication protein ,0.550904977,0.354285714,0.673469388
FMPC 11295: Holliday junction branch migration protein RuvA ,0.439479638,0.481904762,0.367346939
FMPC 11296: L-2-amino-thiazoline-4-carboxylic acid hydrolase ,0.5,0.5,0.5
FMPC 11297: recombinase family protein ,0.55260181,0.445714286,0.387755102
FMPC 11298: *hhblits annotated* RHS repeat-associated core domain protein  db:Pdp70 e-value:0.0064 ,0.5,0.5,0.5
FMPC 11299: ECF transporter S component ,0.496040724,0.52,0.428571429
FMPC 11300: *hhblits annotated* Decapping nuclease db:Uniclust30_2023 e-value:4.2 ,0.5,0.5,0.5
FMPC 11301: class I SAM-dependent methyltransferase ,0.517251131,0.404761905,0.408163265
FMPC 11302: *hhblits annotated* Membrane protein DUF2306 db:Uniclust30_2023 e-value:4.9000000000000003e-110 ,0.457013575,0.52,0.5
FMPC 11303: *hhblits annotated* Putative ATPase TraE  db:Pdp70 e-value:4.6e-16 ,0.5,0.5,0.5
FMPC 11304: anaerobic ribonucleoside-triphosphate reductase activating protein ,0.44739819,0.620952381,0.571428571
FMPC 11305: SCP2 domain-containing protein ,0.483597285,0.34952381,0.489795918
FMPC 11306: response regulator transcription factor ,0.370475113,0.548571429,0.469387755
FMPC 11307: *hhblits annotated* Transcriptional regulator  db:Pdp70 e-value:1.6e-17 ,0.540158371,0.634285714,0.602040816
FMPC 11308: methyltransferase domain-containing protein ,0.5,0.5,0.5
FMPC 11309: class I SAM-dependent methyltransferase ,0.580316742,0.554285714,0.673469388
FMPC 11310: DUF502 domain-containing protein ,0.5,0.5,0.5
FMPC 11311: *hhblits annotated* CDS_ID db:Uniclust30_2023 e-value:1.2e-98 ,0.5,0.5,0.5
FMPC 11312: dephospho-CoA kinase ,0.426470588,0.453333333,0.326530612
FMPC 11313: *hhblits annotated* 22 kDa relaxation protein  db:Pdp70 e-value:9.4e-08 ,0.5,0.5,0.5
FMPC 11314: short chain dehydrogenase ,0.488404977,0.476190476,0.642857143
FMPC 11315: *hhblits annotated* ThuA-like protein db:Uniclust30 e-value:0.00012 ,0.5,0.5,0.5
FMPC 11316: replication/maintenance protein RepL ,0.5,0.5,0.5
FMPC 11317: *hhblits annotated* DUF3278 domain-containing protein db:Uniclust30_2023 e-value:6.8e-88 ,0.5,0.5,0.5
FMPC 11318: response regulator transcription factor ,0.507352941,0.5,0.5
FMPC 11319: dephospho-CoA kinase ,0.461538462,0.5,0.428571429
FMPC 11320: signal peptidase I ,0.476809955,0.5,0.5
FMPC 11321: zinc-ribbon domain-containing protein ,0.529411765,0.499047619,0.408163265
FMPC 11322: outer membrane lipoprotein carrier protein LolA ,0.541006787,0.503809524,0.632653061
FMPC 11323: DUF4254 domain-containing protein ,0.329751131,0.537142857,0.408163265
FMPC 11324: TetR/AcrR family transcriptional regulator ,0.5,0.5,0.5
FMPC 11325: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase ,0.507352941,0.476190476,0.5
FMPC 11326: recombinase family protein ,0.453054299,0.535238095,0.591836735
FMPC 11327: *hhblits annotated* DUF4304 domain-containing protein db:Uniclust30_2023 e-value:1.3e-12 ,0.5,0.5,0.5
FMPC 11328: NAD(P)H-dependent oxidoreductase ,0.570701357,0.44952381,0.387755102
FMPC 11329: DUF1819 family protein ,0.588800905,0.611428571,0.510204082
FMPC 11330: *hhblits annotated* Transposase db:Uniclust30_2023 e-value:15.0 ,0.5,0.5,0.5
FMPC 11331: *hhblits annotated* Transposon-related protein  db:Pdp70 e-value:2.3e-65 ,0.5,0.5,0.5
FMPC 11332: glutathione S-transferase N-terminal domain-containing protein ,0.380938914,0.365714286,0.357142857
FMPC 11333: *hhblits annotated* Permease db:Uniclust30_2023 e-value:2.8e-57 ,0.484728507,0.474285714,0.428571429
FMPC 11334: DUF4479 domain-containing tRNA-binding protein ,0.476244344,0.494285714,0.448979592
FMPC 11335: class D sortase ,0.5,0.5,0.5
FMPC 11336: *hhblits annotated* Nicotinamide riboside transporter PnuC db:Uniclust30_2023 e-value:1.4e-26 ,0.494909502,0.442857143,0.5
FMPC 11337: alpha/beta hydrolase ,0.5,0.5,0.5
FMPC 11338: helix-turn-helix domain-containing protein ,0.5,0.476190476,0.5
FMPC 11339: histidine phosphatase family protein ,0.5,0.5,0.5
FMPC 11340: *hhblits annotated* Secretoglobin family protein  db:Pdp70 e-value:1.9e-50 ,0.425339367,0.32,0.551020408
"FMPC 11341: *hhblits annotated* Exo-beta-1, 4-mannosidase, Termite hindgut, Reticulitermes db:Uniclust30 e-value:2e-05 ",0.5,0.5,0.5
FMPC 11342: Crp/Fnr family transcriptional regulator ,0.5,0.5,0.5
FMPC 11343: lysine exporter LysO family protein ,0.376696833,0.317142857,0.540816327
FMPC 11344: *hhblits annotated* OdaE (Fragment)  db:Pdp70 e-value:1.6e-80 ,0.510746606,0.5,0.5
FMPC 11345: *hhblits annotated* DUF1648 domain-containing protein db:Uniclust30_2023 e-value:7.000000000000001e-75 ,0.5,0.5,0.5
FMPC 11346: *hhblits annotated* Alpha/beta hydrolase family protein  db:Pdp70 e-value:2e-12 ,0.5,0.5,0.5
FMPC 11347: *hhblits annotated* Putative lipoprotein  db:Pdp70 e-value:0.0004 ,0.507352941,0.5,0.5
FMPC 11348: epoxyqueuosine reductase QueH ,0.636595023,0.36952381,0.346938776
FMPC 11349: cadmium resistance transporter ,0.558823529,0.428571429,0.5
FMPC 11350: nitroreductase family protein ,0.464366516,0.393333333,0.489795918
FMPC 11351: NAD-dependent epimerase/dehydratase family protein ,0.5,0.476190476,0.459183673
FMPC 11352: phosphoribosylglycinamide formyltransferase ,0.587104072,0.443809524,0.387755102
FMPC 11353: DUF488 domain-containing protein ,0.5,0.5,0.5
FMPC 11354: energy-coupling factor transporter transmembrane protein EcfT ,0.5,0.5,0.5
FMPC 11355: xanthine phosphoribosyltransferase ,0.440045249,0.383809524,0.663265306
FMPC 11356: DUF3085 domain-containing protein ,0.496040724,0.47047619,0.5
FMPC 11357: signal peptidase I ,0.43438914,0.219047619,0.224489796
FMPC 11358: phage tail protein ,0.39479638,0.278095238,0.346938776
FMPC 11359: cell wall hydrolase ,0.43438914,0.420952381,0.285714286
FMPC 11360: TetR family transcriptional regulator ,0.5,0.54,0.5
FMPC 11361: DUF4253 domain-containing protein ,0.542138009,0.52,0.306122449
FMPC 11362: recombination regulator RecX ,0.507352941,0.5,0.428571429
FMPC 11363: RNA polymerase sigma factor ,0.5,0.5,0.5
FMPC 11364: restriction endonuclease subunit S ,0.5,0.5,0.5
"FMPC 11365: *hhblits annotated* ECF transporter S component, folate family (Fragment)  db:Pdp70 e-value:4.3e-65 ",0.560520362,0.442857143,0.265306122
FMPC 11366: DUF1788 domain-containing protein ,0.555995475,0.476190476,0.428571429
FMPC 11367: phage baseplate assembly protein V ,0.5,0.5,0.5
FMPC 11368: amino acid synthesis family protein ,0.487839367,0.476190476,0.5
FMPC 11369: *hhblits annotated* Tetratricopeptide repeat protein db:Uniclust30_2023 e-value:4.7 ,0.584276018,0.551428571,0.612244898
FMPC 11370: phage tail protein I ,0.471719457,0.424761905,0.571428571
FMPC 11371: pentapeptide repeat-containing protein ,0.5,0.5,0.5
FMPC 11372: sugar transferase ,0.433823529,0.36952381,0.285714286
FMPC 11373: IMPACT family protein ,0.475678733,0.385714286,0.346938776
FMPC 11374: *hhblits annotated* Lipocalin-like domain-containing protein db:Uniclust30_2023 e-value:1.9e-05 ,0.5,0.5,0.5
FMPC 11375: TetR/AcrR family transcriptional regulator ,0.5,0.5,0.5
FMPC 11376: TetR/AcrR family transcriptional regulator ,0.5,0.5,0.5
FMPC 11377: class I SAM-dependent methyltransferase ,0.5,0.5,0.5
FMPC 11378: Type 1 glutamine amidotransferase-like domain-containing protein ,0.572963801,0.48,0.469387755
FMPC 11379: IMPACT family protein ,0.5,0.5,0.5
FMPC 11380: methyltransferase domain-containing protein ,0.5,0.5,0.5
"FMPC 11381: phage major tail protein, TP901-1 family ",0.507352941,0.5,0.5
FMPC 11382: *hhblits annotated* Major facilitator superfamily (MFS) profile domain-containing protein db:Uniclust30_2023 e-value:7.000000000000001e-75 ,0.5,0.5,0.5
FMPC 11383: metallophosphoesterase family protein ,0.558823529,0.52,0.642857143
FMPC 11384: VCBS repeat-containing protein ,0.40780543,0.442857143,0.346938776
FMPC 11385: potassium-transporting ATPase subunit KdpC ,0.423076923,0.436190476,0.448979592
FMPC 11386: TetR/AcrR family transcriptional regulator ,0.5,0.5,0.5
FMPC 11387: DUF1684 domain-containing protein ,0.5,0.5,0.5
FMPC 11388: SCO family protein ,0.5,0.5,0.5
FMPC 11389: N-acetyltransferase ,0.588800905,0.302857143,0.469387755
FMPC 11390: DUF1819 family protein ,0.5,0.5,0.428571429
FMPC 11391: LysE family translocator ,0.457013575,0.476190476,0.510204082
FMPC 11392: DUF4923 family protein ,0.416855204,0.499047619,0.530612245
FMPC 11393: *hhblits annotated* Inner membrane protein db:Uniclust30_2023 e-value:2.8e-10 ,0.5,0.428571429,0.5
FMPC 11394: ECF transporter S component ,0.5,0.5,0.428571429
FMPC 11395: HTH-type transcriptional regulator Hpr ,0.5,0.476190476,0.428571429
FMPC 11396: XRE family transcriptional regulator ,0.5,0.5,0.5
FMPC 11397: methylenetetrahydrofolate reductase C-terminal domain-containing protein ,0.507352941,0.5,0.5
FMPC 11398: GDSL-type esterase/lipase family protein ,0.617647059,0.472380952,0.285714286
FMPC 11399: *hhblits annotated* Peptidase M3A and M3B thimet/oligopeptidase F  db:Pdp70 e-value:4.8000000000000006e-80 ,0.5,0.5,0.5
FMPC 11400: histidine phosphatase family protein ,0.5,0.5,0.5
FMPC 11401: *hhblits annotated* PH (Pleckstrin Homology) domain-containing protein db:Uniclust30_2023 e-value:1.4e-12 ,0.5,0.5,0.5
FMPC 11402: replication protein ,0.5,0.5,0.5
FMPC 11403: metallophosphoesterase family protein ,0.5,0.5,0.571428571
FMPC 11404: flavin reductase family protein ,0.705316742,0.700952381,0.734693878
FMPC 11405: TetR family transcriptional regulator ,0.5,0.5,0.5
FMPC 11406: tyrosine-type recombinase/integrase ,0.539027149,0.52,0.642857143
FMPC 11407: dipicolinate synthase subunit B ,0.5,0.554285714,0.530612245
FMPC 11408: DUF1642 domain-containing protein ,0.482466063,0.5,0.489795918
FMPC 11409: LuxR C-terminal-related transcriptional regulator ,0.49321267,0.528571429,0.469387755
FMPC 11410: *hhblits annotated* Transcriptional regulator db:Uniclust30_2023 e-value:13.0 ,0.5,0.5,0.5
FMPC 11411: Maf family nucleotide pyrophosphatase ,0.48699095,0.403809524,0.489795918
FMPC 11412: dephospho-CoA kinase ,0.682126697,0.401904762,0.836734694
FMPC 11413: transcription antitermination factor NusB ,0.619343891,0.427619048,0.448979592
FMPC 11414: *hhblits annotated* DNA REPLICATION PROTEIN DNAD db:Uniclust30 e-value:8e-06 ,0.492364253,0.420952381,0.193877551
FMPC 11415: C39 family peptidase ,0.5,0.5,0.5
FMPC 11416: *hhblits annotated* Transmembrane protein db:Uniclust30_2023 e-value:2.8000000000000002e-98 ,0.377828054,0.379047619,0.5
FMPC 11417: *hhblits annotated* Tail fiber protein db:Uniclust30_2023 e-value:1.5e-20 ,0.531674208,0.52,0.612244898
FMPC 11418: *hhblits annotated* ABC3 transporter permease protein domain-containing protein db:Uniclust30_2023 e-value:4.6e-89 ,0.5,0.5,0.5
FMPC 11419: energy-coupled thiamine transporter ThiT ,0.5,0.5,0.5
FMPC 11420: AraC family transcriptional regulator ,0.550904977,0.667619048,0.673469388
FMPC 11421: chemotaxis protein CheC ,0.5,0.5,0.5
